week_start,area,rainfall_mm,rainfall_lag1,rainfall_lag2,rainfall_lag3,rainfall_lag4,dengue_cases
2024-06-03,Ang Mo Kio,127.4,195.4,191.8,276.4,156.8,15
2024-06-10,Ang Mo Kio,84.9,127.4,195.4,191.8,276.4,16
2024-06-17,Ang Mo Kio,149.5,84.9,127.4,195.4,191.8,10
2024-06-24,Ang Mo Kio,178.9,149.5,84.9,127.4,195.4,18
2024-07-01,Ang Mo Kio,160.5,178.9,149.5,84.9,127.4,15
2024-07-08,Ang Mo Kio,114.4,160.5,178.9,149.5,84.9,9
2024-07-15,Ang Mo Kio,86.2,114.4,160.5,178.9,149.5,6
2024-07-22,Ang Mo Kio,181.4,86.2,114.4,160.5,178.9,14
2024-07-29,Ang Mo Kio,122.1,181.4,86.2,114.4,160.5,7
2024-08-05,Ang Mo Kio,121.9,122.1,181.4,86.2,114.4,18
2024-08-12,Ang Mo Kio,168.3,121.9,122.1,181.4,86.2,16
2024-08-19,Ang Mo Kio,103.5,168.3,121.9,122.1,181.4,15
2024-08-26,Ang Mo Kio,74.2,103.5,168.3,121.9,122.1,6
2024-09-02,Ang Mo Kio,120.5,74.2,103.5,168.3,121.9,11
2024-09-09,Ang Mo Kio,175.0,120.5,74.2,103.5,168.3,3
2024-09-16,Ang Mo Kio,162.5,175.0,120.5,74.2,103.5,8
2024-09-23,Ang Mo Kio,205.5,162.5,175.0,120.5,74.2,17
2024-09-30,Ang Mo Kio,186.3,205.5,162.5,175.0,120.5,18
2024-10-07,Ang Mo Kio,210.7,186.3,205.5,162.5,175.0,8
2024-10-14,Ang Mo Kio,153.5,210.7,186.3,205.5,162.5,18
2024-10-21,Ang Mo Kio,171.5,153.5,210.7,186.3,205.5,12
2024-10-28,Ang Mo Kio,150.3,171.5,153.5,210.7,186.3,23
2024-11-04,Ang Mo Kio,236.2,150.3,171.5,153.5,210.7,15
2024-11-11,Ang Mo Kio,329.5,236.2,150.3,171.5,153.5,13
2024-11-18,Ang Mo Kio,191.2,329.5,236.2,150.3,171.5,8
2024-11-25,Ang Mo Kio,315.2,191.2,329.5,236.2,150.3,15
2024-12-02,Ang Mo Kio,177.0,315.2,191.2,329.5,236.2,11
2024-12-09,Ang Mo Kio,206.4,177.0,315.2,191.2,329.5,21
2024-12-16,Ang Mo Kio,185.4,206.4,177.0,315.2,191.2,16
2024-12-23,Ang Mo Kio,201.6,185.4,206.4,177.0,315.2,7
2022-01-03,Bedok,208.4,,,,,3
2022-01-10,Bedok,198.4,208.4,,,,4
2022-01-17,Bedok,165.6,198.4,208.4,,,7
2022-01-24,Bedok,156.9,165.6,198.4,208.4,,5
2022-01-31,Bedok,202.6,156.9,165.6,198.4,208.4,11
2022-02-07,Bedok,169.4,202.6,156.9,165.6,198.4,13
2022-02-14,Bedok,132.8,169.4,202.6,156.9,165.6,7
2022-02-21,Bedok,133.5,132.8,169.4,202.6,156.9,11
2022-02-28,Bedok,148.9,133.5,132.8,169.4,202.6,9
2022-03-07,Bedok,64.9,148.9,133.5,132.8,169.4,8
2022-03-14,Bedok,139.7,64.9,148.9,133.5,132.8,7
2022-03-21,Bedok,171.8,139.7,64.9,148.9,133.5,9
2022-03-28,Bedok,183.6,171.8,139.7,64.9,148.9,7
2022-04-04,Bedok,161.3,183.6,171.8,139.7,64.9,12
2022-04-11,Bedok,252.0,161.3,183.6,171.8,139.7,12
2022-04-18,Bedok,208.5,252.0,161.3,183.6,171.8,14
2022-04-25,Bedok,180.8,208.5,252.0,161.3,183.6,20
2022-05-02,Bedok,167.7,180.8,208.5,252.0,161.3,16
2022-05-09,Bedok,151.0,167.7,180.8,208.5,252.0,16
2022-05-16,Bedok,172.0,151.0,167.7,180.8,208.5,14
2022-05-23,Bedok,141.6,172.0,151.0,167.7,180.8,18
2022-05-30,Bedok,208.1,141.6,172.0,151.0,167.7,8
2022-06-06,Bedok,104.0,208.1,141.6,172.0,151.0,9
2022-06-13,Bedok,123.3,104.0,208.1,141.6,172.0,10
2022-06-20,Bedok,80.3,123.3,104.0,208.1,141.6,7
2022-06-27,Bedok,120.3,80.3,123.3,104.0,208.1,9
2022-07-04,Bedok,124.1,120.3,80.3,123.3,104.0,5
2022-07-11,Bedok,80.7,124.1,120.3,80.3,123.3,12
2022-07-18,Bedok,103.4,80.7,124.1,120.3,80.3,9
2022-07-25,Bedok,179.4,103.4,80.7,124.1,120.3,10
2022-08-01,Bedok,51.1,179.4,103.4,80.7,124.1,9
2022-08-08,Bedok,171.8,51.1,179.4,103.4,80.7,12
2022-08-15,Bedok,114.4,171.8,51.1,179.4,103.4,1
2022-08-22,Bedok,91.2,114.4,171.8,51.1,179.4,4
2022-08-29,Bedok,139.1,91.2,114.4,171.8,51.1,10
2022-09-05,Bedok,188.6,139.1,91.2,114.4,171.8,3
2022-09-12,Bedok,145.3,188.6,139.1,91.2,114.4,4
2022-09-19,Bedok,226.2,145.3,188.6,139.1,91.2,7
2022-09-26,Bedok,199.1,226.2,145.3,188.6,139.1,7
2022-10-03,Bedok,103.1,199.1,226.2,145.3,188.6,9
2022-10-10,Bedok,101.7,103.1,199.1,226.2,145.3,17
2022-10-17,Bedok,217.6,101.7,103.1,199.1,226.2,12
2022-10-24,Bedok,170.5,217.6,101.7,103.1,199.1,7
2022-10-31,Bedok,144.3,170.5,217.6,101.7,103.1,11
2022-11-07,Bedok,226.9,144.3,170.5,217.6,101.7,5
2022-11-14,Bedok,250.3,226.9,144.3,170.5,217.6,9
2022-11-21,Bedok,169.9,250.3,226.9,144.3,170.5,15
2022-11-28,Bedok,159.9,169.9,250.3,226.9,144.3,11
2022-12-05,Bedok,156.2,159.9,169.9,250.3,226.9,10
2022-12-12,Bedok,271.2,156.2,159.9,169.9,250.3,13
2022-12-19,Bedok,171.0,271.2,156.2,159.9,169.9,9
2022-12-26,Bedok,172.2,171.0,271.2,156.2,159.9,9
2023-01-02,Bedok,286.6,172.2,171.0,271.2,156.2,12
2023-01-09,Bedok,218.5,286.6,172.2,171.0,271.2,8
2023-01-16,Bedok,194.7,218.5,286.6,172.2,171.0,11
2023-01-23,Bedok,283.2,194.7,218.5,286.6,172.2,14
2023-01-30,Bedok,235.5,283.2,194.7,218.5,286.6,12
2023-02-06,Bedok,85.1,235.5,283.2,194.7,218.5,17
2023-02-13,Bedok,172.0,85.1,235.5,283.2,194.7,5
2023-02-20,Bedok,190.5,172.0,85.1,235.5,283.2,10
2023-02-27,Bedok,183.1,190.5,172.0,85.1,235.5,5
2023-03-06,Bedok,168.0,183.1,190.5,172.0,85.1,20
2023-03-13,Bedok,188.8,168.0,183.1,190.5,172.0,7
2023-03-20,Bedok,188.3,188.8,168.0,183.1,190.5,13
2023-03-27,Bedok,131.7,188.3,188.8,168.0,183.1,12
2023-04-03,Bedok,175.8,131.7,188.3,188.8,168.0,9
2023-04-10,Bedok,151.0,175.8,131.7,188.3,188.8,18
2023-04-17,Bedok,175.3,151.0,175.8,131.7,188.3,15
2023-04-24,Bedok,166.5,175.3,151.0,175.8,131.7,14
2023-05-01,Bedok,147.3,166.5,175.3,151.0,175.8,13
2023-05-08,Bedok,235.3,147.3,166.5,175.3,151.0,11
2023-05-15,Bedok,220.1,235.3,147.3,166.5,175.3,11
2023-05-22,Bedok,159.7,220.1,235.3,147.3,166.5,16
2023-05-29,Bedok,173.5,159.7,220.1,235.3,147.3,16
2023-06-05,Bedok,134.5,173.5,159.7,220.1,235.3,8
2023-06-12,Bedok,159.8,134.5,173.5,159.7,220.1,3
2023-06-19,Bedok,136.1,159.8,134.5,173.5,159.7,16
2023-06-26,Bedok,188.1,136.1,159.8,134.5,173.5,9
2023-07-03,Bedok,82.0,188.1,136.1,159.8,134.5,8
2023-07-10,Bedok,161.4,82.0,188.1,136.1,159.8,12
2023-07-17,Bedok,53.4,161.4,82.0,188.1,136.1,5
2023-07-24,Bedok,100.3,53.4,161.4,82.0,188.1,4
2023-07-31,Bedok,140.4,100.3,53.4,161.4,82.0,8
2023-08-07,Bedok,156.9,140.4,100.3,53.4,161.4,6
2023-08-14,Bedok,131.6,156.9,140.4,100.3,53.4,7
2023-08-21,Bedok,134.8,131.6,156.9,140.4,100.3,12
2023-08-28,Bedok,68.9,134.8,131.6,156.9,140.4,13
2023-09-04,Bedok,130.6,68.9,134.8,131.6,156.9,4
2023-09-11,Bedok,107.4,130.6,68.9,134.8,131.6,2
2023-09-18,Bedok,107.9,107.4,130.6,68.9,134.8,4
2023-09-25,Bedok,249.4,107.9,107.4,130.6,68.9,5
2023-10-02,Bedok,203.4,249.4,107.9,107.4,130.6,4
2023-10-09,Bedok,158.5,203.4,249.4,107.9,107.4,9
2023-10-16,Bedok,187.0,158.5,203.4,249.4,107.9,16
2023-10-23,Bedok,187.9,187.0,158.5,203.4,249.4,13
2023-10-30,Bedok,156.0,187.9,187.0,158.5,203.4,4
2023-11-06,Bedok,175.9,156.0,187.9,187.0,158.5,8
2023-11-13,Bedok,256.8,175.9,156.0,187.9,187.0,7
2023-11-20,Bedok,263.3,256.8,175.9,156.0,187.9,16
2023-11-27,Bedok,274.0,263.3,256.8,175.9,156.0,17
2023-12-04,Bedok,273.3,274.0,263.3,256.8,175.9,13
2023-12-11,Bedok,234.4,273.3,274.0,263.3,256.8,19
2023-12-18,Bedok,247.6,234.4,273.3,274.0,263.3,14
2023-12-25,Bedok,283.4,247.6,234.4,273.3,274.0,21
2024-01-01,Bedok,149.9,283.4,247.6,234.4,273.3,15
2024-01-08,Bedok,263.5,149.9,283.4,247.6,234.4,15
2024-01-15,Bedok,247.7,263.5,149.9,283.4,247.6,17
2024-01-22,Bedok,293.6,247.7,263.5,149.9,283.4,12
2024-01-29,Bedok,222.6,293.6,247.7,263.5,149.9,12
2024-02-05,Bedok,164.6,222.6,293.6,247.7,263.5,9
2024-02-12,Bedok,136.8,164.6,222.6,293.6,247.7,16
2024-02-19,Bedok,147.5,136.8,164.6,222.6,293.6,9
2024-02-26,Bedok,171.3,147.5,136.8,164.6,222.6,12
2024-03-04,Bedok,154.7,171.3,147.5,136.8,164.6,11
2024-03-11,Bedok,191.3,154.7,171.3,147.5,136.8,8
2024-03-18,Bedok,121.1,191.3,154.7,171.3,147.5,17
2024-03-25,Bedok,190.7,121.1,191.3,154.7,171.3,12
2024-04-01,Bedok,185.5,190.7,121.1,191.3,154.7,15
2024-04-08,Bedok,221.8,185.5,190.7,121.1,191.3,21
2024-04-15,Bedok,151.9,221.8,185.5,190.7,121.1,18
2024-04-22,Bedok,178.2,151.9,221.8,185.5,190.7,14
2024-04-29,Bedok,151.8,178.2,151.9,221.8,185.5,21
2024-05-06,Bedok,198.3,151.8,178.2,151.9,221.8,16
2024-05-13,Bedok,251.8,198.3,151.8,178.2,151.9,8
2024-05-20,Bedok,127.6,251.8,198.3,151.8,178.2,17
2024-05-27,Bedok,155.2,127.6,251.8,198.3,151.8,7
2024-06-03,Bedok,89.4,155.2,127.6,251.8,198.3,14
2024-06-10,Bedok,112.9,89.4,155.2,127.6,251.8,6
2024-06-17,Bedok,115.0,112.9,89.4,155.2,127.6,7
2024-06-24,Bedok,131.9,115.0,112.9,89.4,155.2,4
2024-07-01,Bedok,112.0,131.9,115.0,112.9,89.4,5
2024-07-08,Bedok,82.3,112.0,131.9,115.0,112.9,9
2024-07-15,Bedok,98.0,82.3,112.0,131.9,115.0,5
2024-07-22,Bedok,147.0,98.0,82.3,112.0,131.9,4
2024-07-29,Bedok,83.4,147.0,98.0,82.3,112.0,2
2024-08-05,Bedok,92.2,83.4,147.0,98.0,82.3,8
2024-08-12,Bedok,177.6,92.2,83.4,147.0,98.0,10
2024-08-19,Bedok,91.5,177.6,92.2,83.4,147.0,5
2024-08-26,Bedok,82.0,91.5,177.6,92.2,83.4,12
2024-09-02,Bedok,105.5,82.0,91.5,177.6,92.2,6
2024-09-09,Bedok,230.6,105.5,82.0,91.5,177.6,7
2024-09-16,Bedok,191.7,230.6,105.5,82.0,91.5,0
2024-09-23,Bedok,233.3,191.7,230.6,105.5,82.0,11
2024-09-30,Bedok,194.4,233.3,191.7,230.6,105.5,6
2024-10-07,Bedok,180.0,194.4,233.3,191.7,230.6,9
2024-10-14,Bedok,131.3,180.0,194.4,233.3,191.7,2
2024-10-21,Bedok,146.1,131.3,180.0,194.4,233.3,11
2024-10-28,Bedok,130.9,146.1,131.3,180.0,194.4,14
2024-11-04,Bedok,212.5,130.9,146.1,131.3,180.0,9
2024-11-11,Bedok,289.3,212.5,130.9,146.1,131.3,4
2024-11-18,Bedok,158.9,289.3,212.5,130.9,146.1,9
2024-11-25,Bedok,318.9,158.9,289.3,212.5,130.9,17
2024-12-02,Bedok,162.9,318.9,158.9,289.3,212.5,12
2024-12-09,Bedok,184.8,162.9,318.9,158.9,289.3,15
2024-12-16,Bedok,155.4,184.8,162.9,318.9,158.9,11
2024-12-23,Bedok,203.8,155.4,184.8,162.9,318.9,9
2022-01-03,Bishan,230.3,,,,,10
2022-01-10,Bishan,179.2,230.3,,,,6
2022-01-17,Bishan,182.3,179.2,230.3,,,2
2022-01-24,Bishan,183.0,182.3,179.2,230.3,,9
2022-01-31,Bishan,240.8,183.0,182.3,179.2,230.3,10
2022-02-07,Bishan,236.7,240.8,183.0,182.3,179.2,17
2022-02-14,Bishan,147.2,236.7,240.8,183.0,182.3,17
2022-02-21,Bishan,146.4,147.2,236.7,240.8,183.0,15
2022-02-28,Bishan,204.7,146.4,147.2,236.7,240.8,15
2022-03-07,Bishan,127.4,204.7,146.4,147.2,236.7,13
2022-03-14,Bishan,168.8,127.4,204.7,146.4,147.2,12
2022-03-21,Bishan,171.2,168.8,127.4,204.7,146.4,15
2022-03-28,Bishan,178.7,171.2,168.8,127.4,204.7,10
2022-04-04,Bishan,229.5,178.7,171.2,168.8,127.4,12
2022-04-11,Bishan,209.3,229.5,178.7,171.2,168.8,8
2022-04-18,Bishan,271.6,209.3,229.5,178.7,171.2,12
2022-04-25,Bishan,207.5,271.6,209.3,229.5,178.7,8
2022-05-02,Bishan,136.8,207.5,271.6,209.3,229.5,24
2022-05-09,Bishan,215.5,136.8,207.5,271.6,209.3,15
2022-05-16,Bishan,208.4,215.5,136.8,207.5,271.6,21
2022-05-23,Bishan,148.3,208.4,215.5,136.8,207.5,9
2022-05-30,Bishan,206.1,148.3,208.4,215.5,136.8,14
2022-06-06,Bishan,142.0,206.1,148.3,208.4,215.5,14
2022-06-13,Bishan,158.6,142.0,206.1,148.3,208.4,15
2022-06-20,Bishan,90.7,158.6,142.0,206.1,148.3,8
2022-06-27,Bishan,135.7,90.7,158.6,142.0,206.1,8
2022-07-04,Bishan,163.1,135.7,90.7,158.6,142.0,6
2022-07-11,Bishan,84.8,163.1,135.7,90.7,158.6,2
2022-07-18,Bishan,159.5,84.8,163.1,135.7,90.7,14
2022-07-25,Bishan,211.0,159.5,84.8,163.1,135.7,4
2022-08-01,Bishan,90.5,211.0,159.5,84.8,163.1,4
2022-08-08,Bishan,183.7,90.5,211.0,159.5,84.8,11
2022-08-15,Bishan,132.5,183.7,90.5,211.0,159.5,8
2022-08-22,Bishan,117.8,132.5,183.7,90.5,211.0,14
2022-08-29,Bishan,149.0,117.8,132.5,183.7,90.5,7
2022-09-05,Bishan,200.1,149.0,117.8,132.5,183.7,6
2022-09-12,Bishan,221.5,200.1,149.0,117.8,132.5,8
2022-09-19,Bishan,180.8,221.5,200.1,149.0,117.8,8
2022-09-26,Bishan,227.5,180.8,221.5,200.1,149.0,18
2022-10-03,Bishan,136.9,227.5,180.8,221.5,200.1,8
2022-10-10,Bishan,167.1,136.9,227.5,180.8,221.5,12
2022-10-17,Bishan,251.6,167.1,136.9,227.5,180.8,5
2022-10-24,Bishan,211.4,251.6,167.1,136.9,227.5,11
2022-10-31,Bishan,134.6,211.4,251.6,167.1,136.9,13
2022-11-07,Bishan,224.7,134.6,211.4,251.6,167.1,14
2022-11-14,Bishan,277.5,224.7,134.6,211.4,251.6,6
2022-11-21,Bishan,205.7,277.5,224.7,134.6,211.4,8
2022-11-28,Bishan,160.3,205.7,277.5,224.7,134.6,15
2022-12-05,Bishan,194.7,160.3,205.7,277.5,224.7,7
2022-12-12,Bishan,305.4,194.7,160.3,205.7,277.5,8
2022-12-19,Bishan,195.2,305.4,194.7,160.3,205.7,10
2022-12-26,Bishan,234.8,195.2,305.4,194.7,160.3,18
2023-01-02,Bishan,295.3,234.8,195.2,305.4,194.7,21
2023-01-09,Bishan,222.1,295.3,234.8,195.2,305.4,15
2023-01-16,Bishan,241.2,222.1,295.3,234.8,195.2,13
2023-01-23,Bishan,279.7,241.2,222.1,295.3,234.8,19
2023-01-30,Bishan,277.3,279.7,241.2,222.1,295.3,18
2023-02-06,Bishan,179.5,277.3,279.7,241.2,222.1,18
2023-02-13,Bishan,221.2,179.5,277.3,279.7,241.2,19
2023-02-20,Bishan,195.8,221.2,179.5,277.3,279.7,11
2023-02-27,Bishan,169.8,195.8,221.2,179.5,277.3,14
2023-03-06,Bishan,200.3,169.8,195.8,221.2,179.5,20
2023-03-13,Bishan,187.8,200.3,169.8,195.8,221.2,13
2023-03-20,Bishan,243.2,187.8,200.3,169.8,195.8,8
2023-03-27,Bishan,155.3,243.2,187.8,200.3,169.8,14
2023-04-03,Bishan,203.8,155.3,243.2,187.8,200.3,16
2023-04-10,Bishan,173.0,203.8,155.3,243.2,187.8,8
2023-04-17,Bishan,175.5,173.0,203.8,155.3,243.2,14
2023-04-24,Bishan,163.4,175.5,173.0,203.8,155.3,12
2023-05-01,Bishan,172.5,163.4,175.5,173.0,203.8,9
2023-05-08,Bishan,259.8,172.5,163.4,175.5,173.0,12
2023-05-15,Bishan,229.8,259.8,172.5,163.4,175.5,12
2023-05-22,Bishan,199.1,229.8,259.8,172.5,163.4,19
2023-05-29,Bishan,221.9,199.1,229.8,259.8,172.5,25
2023-06-05,Bishan,132.2,221.9,199.1,229.8,259.8,12
2023-06-12,Bishan,130.9,132.2,221.9,199.1,229.8,8
